10.00 10.00 0 0
0   6.92   7.69   6.92   7.69  0  0  -  n  0  0  0  18
1   5.10   5.66   5.10   5.66  0  0  -  n  0  0  0  35
2   6.19   6.88   6.19   6.88  0  0  -  n  0  0  0  26
3   4.02   4.47   4.02   4.47  0  0  -  n  0  0  0  58
4   6.25   6.95   6.25   6.95  0  0  -  n  0  0  0  32
5   6.77   7.52   6.77   7.52  0  0  -  n  0  0  0  17
6   5.99   6.65   5.99   6.65  0  0  -  n  0  0  0  29
7   3.59   3.99   3.59   3.99  0  0  -  n  0  0  0  70
8   4.19   4.65   4.19   4.65  0  0  -  n  0  0  0  56
9   3.12   3.46   3.12   3.46  0  0  -  n  0  0  0  100
0
