10.00 10.00 0 0
0   7.83   8.70   7.83   8.70  0  0  -  n  0  0  0  15
1   1.94   2.15   1.94   2.15  0  0  -  n  0  0  0  210
2   6.19   6.88   6.19   6.88  0  0  -  n  0  0  0  22
3   6.25   6.94   6.25   6.94  0  0  -  n  0  0  0  21
4   7.45   8.28   7.45   8.28  0  0  -  n  0  0  0  16
5   5.11   5.67   5.11   5.67  0  0  -  n  0  0  0  43
6   3.88   4.31   3.88   4.31  0  0  -  n  0  0  0  55
7   4.64   5.16   4.64   5.16  0  0  -  n  0  0  0  44
8   7.15   7.94   7.15   7.94  0  0  -  n  0  0  0  18
9   1.60   1.78   1.60   1.78  0  0  -  n  0  0  0  469
0
