10.00 10.00 0 0
0   4.74   5.26   4.74   5.26  0  0  -  n  0  0  0  18
1   3.90   4.34   3.90   4.34  0  0  -  n  0  0  0  27
2   3.50   3.89   3.50   3.89  0  0  -  n  0  0  0  32
3   3.01   3.34   3.01   3.34  0  0  -  n  0  0  0  68
4   1.50   1.67   1.50   1.67  0  0  -  n  0  0  0  230
5   1.69   1.87   1.69   1.87  0  0  -  n  0  0  0  214
6   3.71   4.12   3.71   4.12  0  0  -  n  0  0  0  42
7   3.66   4.06   3.66   4.06  0  0  -  n  0  0  0  29
8   1.60   1.78   1.60   1.78  0  0  -  n  0  0  0  212
9   1.47   1.63   1.47   1.63  0  0  -  n  0  0  0  214
0
