10.00 10.00 0 0
0   4.74   5.26   4.74   5.26  0  0  -  n  0  0  0  22
1   4.47   4.97   4.47   4.97  0  0  -  n  0  0  0  26
2   4.28   4.75   4.28   4.75  0  0  -  n  0  0  0  35
3   2.84   3.16   2.84   3.16  0  0  -  n  0  0  0  63
4   3.87   4.30   3.87   4.30  0  0  -  n  0  0  0  33
5   2.72   3.03   2.72   3.03  0  0  -  n  0  0  0  78
6   4.43   4.92   4.43   4.92  0  0  -  n  0  0  0  32
7   3.66   4.07   3.66   4.07  0  0  -  n  0  0  0  36
8   4.66   5.18   4.66   5.18  0  0  -  n  0  0  0  26
9   1.85   2.06   1.85   2.06  0  0  -  n  0  0  0  120
0
