10.00 10.00 0 0
0   4.39   4.88   4.39   4.88  0  0  -  n  0  0  0  34
1   3.48   3.87   3.48   3.87  0  0  -  n  0  0  0  48
2   2.05   2.28   2.05   2.28  0  0  -  n  0  0  0  138
3   2.23   2.48   2.23   2.48  0  0  -  n  0  0  0  83
4   2.76   3.06   2.76   3.06  0  0  -  n  0  0  0  62
5   1.87   2.08   1.87   2.08  0  0  -  n  0  0  0  141
6   4.08   4.53   4.08   4.53  0  0  -  n  0  0  0  30
7   2.72   3.02   2.72   3.02  0  0  -  n  0  0  0  77
8   2.95   3.28   2.95   3.28  0  0  -  n  0  0  0  49
9   1.36   1.51   1.36   1.51  0  0  -  n  0  0  0  328
0
