10.00 10.00 0 0
0   4.09   4.55   4.09   4.55  0  0  -  n  0  0  0  76
1   3.74   4.16   3.74   4.16  0  0  -  n  0  0  0  56
2   2.85   3.17   2.85   3.17  0  0  -  n  0  0  0  125
3   1.75   1.95   1.75   1.95  0  0  -  n  0  0  0  386
4   2.14   2.38   2.14   2.38  0  0  -  n  0  0  0  269
5   3.29   3.65   3.29   3.65  0  0  -  n  0  0  0  112
6   3.73   4.15   3.73   4.15  0  0  -  n  0  0  0  85
7   3.39   3.76   3.39   3.76  0  0  -  n  0  0  0  68
8   1.80   2.00   1.80   2.00  0  0  -  n  0  0  0  271
9   1.42   1.57   1.42   1.57  0  0  -  n  0  0  0  431
0
