10.00 10.00 0 0
0   7.83   8.70   7.83   8.70  0  0  -  n  0  0  0  21
1   5.17   5.75   5.17   5.75  0  0  -  n  0  0  0  29
2   4.11   4.57   4.11   4.57  0  0  -  n  0  0  0  48
3   7.59   8.44   7.59   8.44  0  0  -  n  0  0  0  21
4   3.69   4.10   3.69   4.10  0  0  -  n  0  0  0  61
5   5.07   5.63   5.07   5.63  0  0  -  n  0  0  0  37
6   6.08   6.75   6.08   6.75  0  0  -  n  0  0  0  33
7   5.28   5.86   5.28   5.86  0  0  -  n  0  0  0  43
8   1.55   1.72   1.55   1.72  0  0  -  n  0  0  0  369
9   1.50   1.67   1.50   1.67  0  0  -  n  0  0  0  524
0
