10.00 10.00 0 0
0   4.74   5.26   4.74   5.26  0  0  -  n  0  0  0  19
1   3.99   4.44   3.99   4.44  0  0  -  n  0  0  0  37
2   3.27   3.63   3.27   3.63  0  0  -  n  0  0  0  53
3   2.06   2.29   2.06   2.29  0  0  -  n  0  0  0  135
4   4.11   4.57   4.11   4.57  0  0  -  n  0  0  0  35
5   2.54   2.82   2.54   2.82  0  0  -  n  0  0  0  84
6   3.47   3.86   3.47   3.86  0  0  -  n  0  0  0  52
7   1.70   1.89   1.70   1.89  0  0  -  n  0  0  0  208
8   3.12   3.47   3.12   3.47  0  0  -  n  0  0  0  49
9   1.33   1.48   1.33   1.48  0  0  -  n  0  0  0  328
0
