10.00 10.00 0 0
0   5.14   5.71   5.14   5.71  0  0  -  n  0  0  0  16
1   4.47   4.96   4.47   4.96  0  0  -  n  0  0  0  32
2   4.71   5.24   4.71   5.24  0  0  -  n  0  0  0  26
3   4.50   5.01   4.50   5.01  0  0  -  n  0  0  0  26
4   4.42   4.91   4.42   4.91  0  0  -  n  0  0  0  23
5   4.41   4.90   4.41   4.90  0  0  -  n  0  0  0  26
6   4.32   4.80   4.32   4.80  0  0  -  n  0  0  0  27
7   4.44   4.93   4.44   4.93  0  0  -  n  0  0  0  21
8   1.93   2.14   1.93   2.14  0  0  -  n  0  0  0  168
9   1.78   1.98   1.78   1.98  0  0  -  n  0  0  0  196
0
