10.00 10.00 0 0
0   3.83   4.26   3.83   4.26  0  0  -  n  0  0  0  81
1   1.70   1.89   1.70   1.89  0  0  -  n  0  0  0  300
2   1.31   1.46   1.31   1.46  0  0  -  n  0  0  0  645
3   1.68   1.86   1.68   1.86  0  0  -  n  0  0  0  420
4   3.17   3.53   3.17   3.53  0  0  -  n  0  0  0  126
5   3.19   3.54   3.19   3.54  0  0  -  n  0  0  0  126
6   2.57   2.86   2.57   2.86  0  0  -  n  0  0  0  119
7   1.93   2.14   1.93   2.14  0  0  -  n  0  0  0  261
8   3.73   4.15   3.73   4.15  0  0  -  n  0  0  0  71
9   0.98   1.09   0.98   1.09  0  0  -  n  0  0  0  870
0
