10.00 10.00 0 0
0   6.21   6.90   6.21   6.90  0  0  -  n  0  0  0  33
1   4.59   5.10   4.59   5.10  0  0  -  n  0  0  0  41
2   4.61   5.12   4.61   5.12  0  0  -  n  0  0  0  60
3   5.83   6.48   5.83   6.48  0  0  -  n  0  0  0  30
4   3.59   3.98   3.59   3.98  0  0  -  n  0  0  0  72
5   3.63   4.03   3.63   4.03  0  0  -  n  0  0  0  96
6   1.77   1.97   1.77   1.97  0  0  -  n  0  0  0  324
7   5.73   6.36   5.73   6.36  0  0  -  n  0  0  0  26
8   2.13   2.37   2.13   2.37  0  0  -  n  0  0  0  261
9   1.60   1.77   1.60   1.77  0  0  -  n  0  0  0  309
0
