10.00 10.00 0 0
0   7.83   8.70   7.83   8.70  0  0  -  n  0  0  0  7
1   5.99   6.65   5.99   6.65  0  0  -  n  0  0  0  12
2   2.47   2.74   2.47   2.74  0  0  -  n  0  0  0  103
3   5.49   6.10   5.49   6.10  0  0  -  n  0  0  0  19
4   4.67   5.19   4.67   5.19  0  0  -  n  0  0  0  20
5   5.51   6.12   5.51   6.12  0  0  -  n  0  0  0  15
6   6.70   7.44   6.70   7.44  0  0  -  n  0  0  0  13
7   2.17   2.41   2.17   2.41  0  0  -  n  0  0  0  133
8   2.22   2.47   2.22   2.47  0  0  -  n  0  0  0  83
9   2.01   2.24   2.01   2.24  0  0  -  n  0  0  0  145
0
