10.00 10.00 0 0
0   4.39   4.88   4.39   4.88  0  0  -  n  0  0  0  27
1   1.93   2.14   1.93   2.14  0  0  -  n  0  0  0  149
2   3.32   3.69   3.32   3.69  0  0  -  n  0  0  0  47
3   4.24   4.71   4.24   4.71  0  0  -  n  0  0  0  29
4   2.23   2.47   2.23   2.47  0  0  -  n  0  0  0  122
5   2.05   2.28   2.05   2.28  0  0  -  n  0  0  0  129
6   3.45   3.84   3.45   3.84  0  0  -  n  0  0  0  50
7   3.71   4.13   3.71   4.13  0  0  -  n  0  0  0  36
8   1.42   1.58   1.42   1.58  0  0  -  n  0  0  0  196
9   1.23   1.37   1.23   1.37  0  0  -  n  0  0  0  255
0
