10.00 10.00 0 0
0   4.39   4.88   4.39   4.88  0  0  -  n  0  0  0  47
1   2.44   2.72   2.44   2.72  0  0  -  n  0  0  0  174
2   4.29   4.76   4.29   4.76  0  0  -  n  0  0  0  43
3   3.95   4.39   3.95   4.39  0  0  -  n  0  0  0  64
4   3.85   4.28   3.85   4.28  0  0  -  n  0  0  0  83
5   3.47   3.86   3.47   3.86  0  0  -  n  0  0  0  84
6   2.72   3.02   2.72   3.02  0  0  -  n  0  0  0  146
7   2.28   2.53   2.28   2.53  0  0  -  n  0  0  0  219
8   3.88   4.31   3.88   4.31  0  0  -  n  0  0  0  63
9   0.90   1.00   0.90   1.00  0  0  -  n  0  0  0  1329
0
