10.00 10.00 0 0
0   4.09   4.55   4.09   4.55  0  0  -  n  0  0  0  56
1   2.61   2.89   2.61   2.89  0  0  -  n  0  0  0  150
2   2.66   2.96   2.66   2.96  0  0  -  n  0  0  0  114
3   2.15   2.39   2.15   2.39  0  0  -  n  0  0  0  239
4   3.66   4.07   3.66   4.07  0  0  -  n  0  0  0  77
5   1.97   2.19   1.97   2.19  0  0  -  n  0  0  0  208
6   1.99   2.21   1.99   2.21  0  0  -  n  0  0  0  245
7   3.01   3.34   3.01   3.34  0  0  -  n  0  0  0  123
8   2.91   3.23   2.91   3.23  0  0  -  n  0  0  0  126
9   1.60   1.78   1.60   1.78  0  0  -  n  0  0  0  377
0
