10.00 10.00 0 0
0   3.83   4.26   3.83   4.26  0  0  -  n  0  0  0  82
1   2.04   2.26   2.04   2.26  0  0  -  n  0  0  0  195
2   2.52   2.80   2.52   2.80  0  0  -  n  0  0  0  165
3   1.44   1.60   1.44   1.60  0  0  -  n  0  0  0  554
4   3.78   4.21   3.78   4.21  0  0  -  n  0  0  0  80
5   3.20   3.56   3.20   3.56  0  0  -  n  0  0  0  114
6   3.25   3.61   3.25   3.61  0  0  -  n  0  0  0  81
7   2.63   2.92   2.63   2.92  0  0  -  n  0  0  0  157
8   3.45   3.83   3.45   3.83  0  0  -  n  0  0  0  84
9   0.78   0.87   0.78   0.87  0  0  -  n  0  0  0  2028
0
