10.00 10.00 0 0
0   4.74   5.26   4.74   5.26  0  0  -  n  0  0  0  49
1   2.55   2.84   2.55   2.84  0  0  -  n  0  0  0  194
2   1.47   1.63   1.47   1.63  0  0  -  n  0  0  0  580
3   2.32   2.58   2.32   2.58  0  0  -  n  0  0  0  199
4   4.03   4.48   4.03   4.48  0  0  -  n  0  0  0  51
5   1.39   1.55   1.39   1.55  0  0  -  n  0  0  0  524
6   4.38   4.86   4.38   4.86  0  0  -  n  0  0  0  67
7   3.43   3.82   3.43   3.82  0  0  -  n  0  0  0  74
8   3.96   4.40   3.96   4.40  0  0  -  n  0  0  0  62
9   0.97   1.08   0.97   1.08  0  0  -  n  0  0  0  895
0
