10.00 10.00 0 0
0   6.92   7.69   6.92   7.69  0  0  -  n  0  0  0  27
1   4.40   4.88   4.40   4.88  0  0  -  n  0  0  0  56
2   6.82   7.58   6.82   7.58  0  0  -  n  0  0  0  23
3   6.31   7.01   6.31   7.01  0  0  -  n  0  0  0  28
4   4.72   5.24   4.72   5.24  0  0  -  n  0  0  0  44
5   4.07   4.52   4.07   4.52  0  0  -  n  0  0  0  56
6   3.35   3.73   3.35   3.73  0  0  -  n  0  0  0  113
7   4.82   5.36   4.82   5.36  0  0  -  n  0  0  0  53
8   6.40   7.11   6.40   7.11  0  0  -  n  0  0  0  31
9   2.40   2.66   2.40   2.66  0  0  -  n  0  0  0  150
0
