10.00 10.00 0 0
0   5.63   6.25   5.63   6.25  0  0  -  n  0  0  0  26
1   3.70   4.12   3.70   4.12  0  0  -  n  0  0  0  83
2   4.23   4.70   4.23   4.70  0  0  -  n  0  0  0  50
3   4.16   4.62   4.16   4.62  0  0  -  n  0  0  0  48
4   1.81   2.02   1.81   2.02  0  0  -  n  0  0  0  365
5   4.01   4.46   4.01   4.46  0  0  -  n  0  0  0  58
6   3.71   4.12   3.71   4.12  0  0  -  n  0  0  0  77
7   4.32   4.80   4.32   4.80  0  0  -  n  0  0  0  42
8   2.17   2.41   2.17   2.41  0  0  -  n  0  0  0  175
9   1.58   1.76   1.58   1.76  0  0  -  n  0  0  0  502
0
