10.00 10.00 0 0
0   5.63   6.25   5.63   6.25  0  0  -  n  0  0  0  18
1   3.72   4.13   3.72   4.13  0  0  -  n  0  0  0  38
2   4.85   5.39   4.85   5.39  0  0  -  n  0  0  0  21
3   4.82   5.36   4.82   5.36  0  0  -  n  0  0  0  18
4   3.17   3.52   3.17   3.52  0  0  -  n  0  0  0  48
5   3.27   3.63   3.27   3.63  0  0  -  n  0  0  0  56
6   3.53   3.92   3.53   3.92  0  0  -  n  0  0  0  52
7   5.03   5.59   5.03   5.59  0  0  -  n  0  0  0  17
8   2.69   2.99   2.69   2.99  0  0  -  n  0  0  0  54
9   1.33   1.48   1.33   1.48  0  0  -  n  0  0  0  286
0
