10.00 10.00 0 0
0   4.09   4.55   4.09   4.55  0  0  -  n  0  0  0  63
1   2.22   2.46   2.22   2.46  0  0  -  n  0  0  0  168
2   3.44   3.83   3.44   3.83  0  0  -  n  0  0  0  74
3   1.78   1.98   1.78   1.98  0  0  -  n  0  0  0  258
4   3.99   4.43   3.99   4.43  0  0  -  n  0  0  0  65
5   2.18   2.42   2.18   2.42  0  0  -  n  0  0  0  222
6   1.38   1.53   1.38   1.53  0  0  -  n  0  0  0  622
7   1.73   1.93   1.73   1.93  0  0  -  n  0  0  0  401
8   3.23   3.59   3.23   3.59  0  0  -  n  0  0  0  89
9   0.78   0.87   0.78   0.87  0  0  -  n  0  0  0  1290
0
